#wavelength (nm), radius_ratio (rr), error of rr (+), error of rr (-)
3.957603467053898385e+03,1.452357735663729055e-01,1.773446957702401461e-03,1.566307866612826061e-03
3.958273823125585750e+03,1.485305136819476679e-01,1.309328435481038611e-03,1.897305197473025951e-03
3.958944172659319520e+03,1.448365192091364273e-01,1.622984536754829010e-03,1.747526968800761082e-03
3.959614515653329363e+03,1.410212925620591140e-01,1.558548977011742220e-03,1.807934527772475652e-03
3.960284852105838127e+03,1.471006505964237432e-01,1.881724260734379817e-03,1.295698354258384422e-03
3.960955182015046830e+03,1.482979171214444669e-01,1.760189127718497781e-03,1.279506715271216954e-03
3.961625505379206515e+03,1.474417209342216428e-01,1.418967605404497512e-03,1.849498071748167938e-03
3.962295822196541849e+03,1.443182018924666354e-01,1.447687463643460015e-03,1.884401987041900428e-03
3.962966132465276132e+03,1.467501384697695310e-01,1.763105057182690061e-03,1.401435402331313584e-03
3.963636436183635851e+03,1.431233897422566348e-01,1.970189045415127183e-03,1.566305276057416984e-03
3.964306733349841579e+03,1.471612719854522577e-01,1.796398624715755954e-03,2.095844240301791839e-03
3.964977023962115709e+03,1.479268760183424236e-01,1.846955274551448367e-03,1.320539693511479928e-03
3.965647308018664717e+03,1.466388964100718284e-01,1.783299224632828306e-03,1.572374096384387965e-03
3.966317585517716907e+03,1.484287176335887248e-01,1.821644716821751997e-03,1.591299349664676566e-03
3.966987856457505131e+03,1.445328184678677241e-01,1.712736656084457021e-03,1.568058849721887249e-03
3.967658120836249054e+03,1.459011666064258805e-01,1.785103263246795580e-03,1.686851376386772072e-03
3.968328378652172432e+03,1.475288973284535343e-01,1.654580757759704923e-03,1.522432452980171380e-03
3.968998629903493566e+03,1.490799704136530068e-01,1.519315861699704895e-03,1.558416422092506748e-03
3.969668874588431663e+03,1.444035024783295873e-01,1.387280590233158639e-03,1.812208214046706622e-03
3.970339112705196840e+03,1.441685853224113634e-01,1.603419539143863259e-03,1.459151065452801710e-03
3.971009344252000574e+03,1.417627229905119579e-01,1.673711150557560812e-03,1.602378017644678909e-03
3.971679569227079810e+03,1.457263511433334324e-01,1.482321204409414728e-03,1.852190454431468236e-03
3.972349787628650120e+03,1.454971497564622740e-01,2.120390683381129238e-03,1.804764255099261527e-03
3.973019999454932986e+03,1.458480271946909768e-01,1.811058373352353312e-03,1.439838340076271539e-03
3.973690204704145799e+03,1.476996089470796192e-01,1.737473937499955934e-03,1.952411109663182431e-03
3.974360403374501402e+03,1.468742921218659236e-01,1.423085497747916817e-03,2.021222746916989665e-03
3.975030595464212638e+03,1.429651469031112676e-01,1.593749383515474793e-03,1.586227456856326157e-03
3.975700780971478707e+03,1.442585719287765023e-01,1.501156216671989396e-03,1.848618106737615063e-03
3.976370959894538828e+03,1.465479480847197702e-01,1.936772274466369570e-03,1.791962064774665908e-03
3.977041132231609026e+03,1.471598926972798038e-01,1.615415925343977044e-03,1.740586388856629751e-03
3.977711297980900781e+03,1.446781390694166780e-01,1.598385731911039498e-03,1.666956412166076262e-03
3.978381457140629664e+03,1.431393945724105388e-01,1.762419550936311641e-03,1.412417913006835946e-03
3.979051609709011245e+03,1.431166323376130978e-01,1.875506907933116585e-03,1.521803573729968440e-03
3.979721755684246546e+03,1.463794223120132298e-01,1.560435406917054513e-03,1.767233228545772583e-03
3.980391895064540222e+03,1.431015116088091010e-01,1.659708371381740655e-03,1.608311741650769733e-03
3.981062027848123307e+03,1.465251489260755158e-01,1.476052831373531049e-03,1.633587816734033415e-03
3.981732154033208190e+03,1.465078236483858265e-01,1.328874224481996213e-03,1.790256166091047652e-03
3.982402273618006348e+03,1.468456661165654376e-01,1.455996972549972179e-03,1.906663275789838297e-03
3.983072386600729715e+03,1.467672902776713806e-01,1.997750718026269912e-03,1.565086317031311181e-03
3.983742492979589315e+03,1.445327281466394498e-01,1.632171683478650381e-03,1.843181106028796146e-03
3.984412592752777982e+03,1.469164760699069316e-01,1.666405313287017131e-03,1.644132264051134662e-03
3.985082685918505376e+03,1.482099435885336214e-01,1.670789119698784519e-03,1.875646117503071419e-03
3.985752772474999347e+03,1.462097764555944923e-01,1.463408862363319018e-03,1.919944804104373182e-03
3.986422852420464551e+03,1.447270702453584690e-01,1.644766337212555385e-03,1.871858125199771239e-03
3.987092925753112922e+03,1.454063749413410656e-01,1.927573052230485695e-03,1.368816696967645186e-03
3.987762992471150483e+03,1.480788084669722449e-01,1.586646684302889243e-03,1.468601838859745490e-03
3.988433052572785527e+03,1.431609323561243152e-01,1.426109779018192025e-03,1.914659696611031858e-03
3.989103106056195884e+03,1.471480654910184427e-01,1.595003781733217441e-03,1.772657000896904478e-03
3.989773152919613040e+03,1.451595875920772549e-01,1.873734886883970940e-03,1.583971872193445929e-03
3.990443193161246654e+03,1.458636689577108569e-01,1.721509335473575542e-03,1.604928443630110335e-03
3.991113226779300931e+03,1.459424905588561638e-01,1.816421430058307029e-03,1.527989797259043936e-03
3.991783253771982800e+03,1.475431458735707024e-01,1.506320451934689553e-03,1.497153988378213674e-03
3.992453274137495555e+03,1.448858996732868554e-01,1.698393270266107535e-03,1.600258248075581147e-03
3.993123287874033394e+03,1.430227287816520088e-01,1.924556280008260511e-03,1.531376457971966865e-03
3.993793294979788698e+03,1.463640423672192548e-01,1.565096258313247723e-03,1.957160218403558583e-03
3.994463295452984767e+03,1.478540890143926478e-01,1.686137048431984864e-03,1.592144062409622807e-03
3.995133289291827623e+03,1.468634115967515363e-01,1.968846522887590655e-03,1.411773171593799781e-03
3.995803276494516922e+03,1.462833676328368082e-01,1.981806001438490838e-03,1.620167988509862989e-03
3.996473257059254593e+03,1.491969828338415849e-01,1.768688172134380565e-03,1.505473710890659067e-03
3.997143230984242564e+03,1.480012451897677606e-01,1.514223854791107993e-03,1.957711463646788497e-03
3.997813198267647749e+03,1.449349474796364778e-01,1.556615269192401785e-03,1.844787114341633893e-03
3.998483158907703910e+03,1.482190071226584527e-01,1.310089305095685219e-03,2.025140248978901658e-03
3.999153112902608427e+03,1.491752537731712569e-01,1.419660922649529367e-03,1.717053300022669537e-03
3.999823060250564595e+03,1.424798814837540117e-01,1.478508340117867803e-03,1.686234920708268303e-03
4.000493000949767975e+03,1.452886896314021792e-01,1.631087182870138985e-03,1.576472518637822562e-03
4.001162934998417313e+03,1.470139563935098370e-01,1.627813478730200103e-03,1.648530875392878459e-03
4.001832862394689982e+03,1.425853552285505921e-01,1.833795882553279633e-03,1.637008431537356756e-03
4.002502783136791550e+03,1.476319926594008569e-01,1.443703529535156349e-03,1.910483466045775902e-03
4.003172697222931220e+03,1.453880099732781095e-01,1.344996456796615503e-03,1.973663143855386437e-03
4.003842604651305464e+03,1.462675559418730176e-01,2.018351798927869867e-03,1.270740256946234492e-03
4.004512505420110301e+03,1.462393524397618272e-01,1.415781824622819318e-03,2.009500424110716166e-03
4.005182399527540383e+03,1.430629857174005037e-01,1.730258177720239710e-03,1.975244905318473965e-03
4.005852286971771719e+03,1.470780348882173294e-01,1.559838051165135520e-03,1.781557275151085529e-03
4.006522167751001689e+03,1.442171062483193766e-01,1.876321382908080482e-03,1.546857273784812969e-03
4.007192041863438590e+03,1.478171125304049704e-01,1.402016491624524797e-03,1.795638385000797310e-03
4.007861909307276619e+03,1.477268495786714930e-01,1.526530435698669752e-03,1.667618812137783291e-03
4.008531770080709975e+03,1.474615886422619426e-01,1.598309770506289862e-03,1.784258149949591310e-03
4.009201624181927400e+03,1.458240764056675243e-01,1.641514432425800196e-03,1.958194505158245002e-03
4.009871471609106720e+03,1.470604850328591229e-01,1.939217775433960123e-03,1.318415344335077677e-03
4.010541312360435313e+03,1.445009369503010843e-01,1.780249198774314090e-03,1.460304620348934490e-03
4.011211146434121929e+03,1.471976747828693810e-01,1.508671714201825775e-03,1.722928950744440080e-03
4.011880973828359856e+03,1.462378543091392424e-01,1.681762843337708535e-03,1.680731847090471964e-03
4.012550794541335108e+03,1.447456892476008949e-01,1.389819835412003934e-03,1.869346466663923678e-03
4.013220608571239154e+03,1.514169420320821691e-01,1.787057260437208139e-03,1.625558302832508240e-03
4.013890415916242546e+03,1.469976091304842081e-01,1.989162763347346319e-03,1.386991783928426258e-03
4.014560216574530386e+03,1.452474721919863043e-01,1.684370027040749118e-03,1.894577898685939621e-03
4.015230010544310062e+03,1.444996114435925516e-01,1.768007628147993948e-03,1.542892923634103797e-03
4.015899797823768040e+03,1.465165866033592557e-01,1.586098342593322830e-03,1.857815667920342806e-03
4.016569578411093062e+03,1.465802973231294104e-01,1.636448194508699494e-03,1.532896104011277627e-03
4.017239352304467502e+03,1.469569496169215173e-01,1.976542533161262938e-03,1.611989294175192322e-03
4.017909119502055091e+03,1.471856759810522830e-01,1.728833210540042797e-03,1.460538433633834510e-03
4.018578880002050482e+03,1.438735611665727387e-01,1.401366337648812799e-03,1.881102928649652783e-03
4.019248633802651511e+03,1.448730250459244195e-01,1.748955940400476194e-03,1.635022196669666528e-03
4.019918380902039189e+03,1.442279474919512805e-01,1.784864124676932562e-03,1.835370556756504845e-03
4.020588121298400893e+03,1.447813431253149319e-01,1.570311654237710464e-03,1.751360600747764451e-03
4.021257854989917178e+03,1.466513165728171586e-01,1.604772883390115368e-03,1.535259188275656106e-03
4.021927581974738587e+03,1.482067858590963016e-01,1.268824526938716613e-03,1.834670241876723562e-03
4.022597302251074325e+03,1.455100813751371569e-01,1.623281181771796255e-03,1.511213319742826799e-03
4.023267015817107222e+03,1.460334657018886317e-01,1.382442915434767272e-03,1.874386046155362973e-03
4.023936722671019652e+03,1.474956397156081400e-01,1.704861750650377150e-03,1.638508195977828041e-03
4.024606422810991717e+03,1.450194817413258952e-01,1.545476321927780061e-03,1.479480113923181683e-03
4.025276116235198060e+03,1.465046254121690761e-01,1.754047655864537925e-03,1.690396553733874985e-03
4.025945802941791499e+03,1.489791416697919257e-01,1.469652370291590904e-03,1.926175605204583086e-03
4.026615482928978054e+03,1.463300349141284928e-01,1.744942690002498908e-03,1.473184527586102188e-03
4.027285156194941464e+03,1.462397769981193529e-01,1.563232797983704625e-03,1.617143465623610554e-03
4.027954822737853192e+03,1.467790799031533644e-01,1.508155617279349769e-03,1.861699783220788218e-03
4.028624482555891973e+03,1.458568978022001805e-01,1.727601178744847532e-03,1.845798645835255991e-03
4.029294135647215171e+03,1.443327603973592610e-01,1.786586211076746089e-03,1.729604843477311471e-03
4.029963782009999250e+03,1.482074490466150363e-01,1.506124806647829439e-03,2.145655572009963485e-03
4.030633421642438407e+03,1.466990708023359624e-01,1.781964248329187539e-03,1.466384701239553667e-03
4.031303054542702284e+03,1.473642525094033817e-01,1.783722751105942805e-03,1.727898450717219037e-03
4.031972680708970529e+03,1.488281185064658785e-01,1.888094250588445711e-03,1.240564743259203739e-03
4.032642300139413692e+03,1.457616190002093970e-01,1.812040372359463580e-03,1.729394959946395360e-03
4.033311912832165035e+03,1.453989173761847664e-01,1.673856900666098602e-03,1.934858355662594231e-03
4.033981518785434673e+03,1.448173920313944596e-01,1.788041310039650833e-03,1.675077284767650942e-03
4.034651117997397705e+03,1.417550714127293610e-01,2.068653894608779575e-03,1.566310741469373324e-03
4.035320710466223318e+03,1.446214728735853439e-01,1.660673490983449740e-03,1.903655239644891362e-03
4.035990296190079334e+03,1.472803182620088802e-01,1.953315698809382495e-03,1.493513883510794171e-03
4.036659875167117661e+03,1.475682879832173611e-01,1.868355982438146823e-03,2.038779644015109582e-03
4.037329447395508851e+03,1.441414022193407973e-01,1.831234800052650158e-03,1.783286107852111169e-03
4.037999012873439369e+03,1.449310071984776793e-01,1.863868001757834625e-03,1.408586999990080191e-03
4.038668571599078859e+03,1.469354566312450205e-01,1.676699304040157879e-03,1.761640039442291528e-03
4.039338123570592870e+03,1.453193712326620868e-01,1.507020326292796142e-03,1.780398961160972737e-03
4.040007668786143768e+03,1.487256728209228052e-01,1.973476103703186713e-03,1.463321806013107018e-03
4.040677207243868907e+03,1.466646879902250011e-01,1.471640829166065423e-03,1.564415282631154147e-03
4.041346738941970671e+03,1.468638915418492286e-01,1.320241831379548314e-03,1.977345785760087349e-03
4.042016263878607333e+03,1.471903171997217541e-01,1.530918344478632287e-03,1.452968062797377335e-03
4.042685782051950810e+03,1.468557345100637845e-01,1.540788805202475409e-03,1.921098790990005689e-03
4.043355293460162102e+03,1.449260793140388914e-01,1.660587774645033710e-03,1.764217261245176749e-03
4.044024798101369470e+03,1.447268593263467684e-01,1.776523421521958301e-03,1.571036375987600042e-03
4.044694295973766202e+03,1.460228037759240260e-01,1.436797683326801467e-03,1.738689754337885418e-03
4.045363787075518758e+03,1.474499429073121148e-01,1.532736097067027847e-03,1.749686089000779265e-03
4.046033271404787229e+03,1.440921821629972954e-01,1.560397838484356425e-03,1.785783744658708816e-03
4.046702748959734890e+03,1.459575942153205352e-01,1.503302025194219738e-03,1.515109809243936345e-03
4.047372219738494096e+03,1.459321606857248987e-01,1.548818388252631850e-03,1.704518557746281804e-03
4.048041683739239943e+03,1.475149989778717918e-01,1.844837310153668586e-03,1.647958887974587672e-03
4.048711140960141165e+03,1.466159557756016030e-01,1.928048761384637544e-03,1.418673981609913648e-03
4.049380591399360583e+03,1.455749878360008409e-01,1.696545469426630204e-03,1.824329314272954417e-03
4.050050035055053741e+03,1.460314549938691309e-01,1.856239944226456551e-03,1.652170051108292625e-03
4.050719471925359358e+03,1.501882870939081904e-01,1.613431600763048923e-03,1.642144901670278268e-03
4.051388902008429795e+03,1.445386904688905627e-01,2.750196664079412878e-03,2.940019010038735781e-03
4.052058325302445155e+03,1.471378945104644398e-01,1.660676798756421935e-03,1.722290139444943025e-03
4.052727741805560072e+03,1.453247337136733264e-01,1.512298515658622167e-03,1.620720834583505576e-03
4.053397151515931000e+03,1.413740671866293708e-01,1.509084616726774630e-03,1.850339544762519273e-03
4.054066554431696659e+03,1.481011628214467524e-01,1.322769851594601809e-03,1.912948668199188074e-03
4.054735950550996222e+03,1.479828323006159296e-01,1.917906225137183673e-03,1.797402472434567189e-03
4.055405339872011609e+03,1.466511747407098221e-01,1.607762167717990964e-03,1.477614839001412106e-03
4.056074722392895637e+03,1.467340456077094457e-01,1.696496575466388546e-03,1.620136161022134313e-03
4.056744098111797939e+03,1.452966730330584599e-01,1.789580390337441873e-03,1.704100630592286780e-03
4.057413467026862236e+03,1.499196078902488016e-01,1.888386218477727807e-03,1.455848081377081327e-03
4.058082829136217242e+03,1.449520890825193309e-01,1.824908112953188555e-03,1.820641797694450004e-03
4.058752184438042605e+03,1.462515701874567142e-01,1.877958092959070013e-03,1.553115332877691435e-03
4.059421532930487501e+03,1.464565820029651022e-01,2.017327824326842212e-03,1.378417281727134514e-03
4.060090874611704749e+03,1.423038084304054096e-01,1.469811610082721876e-03,1.837998786753308744e-03
4.060760209479826699e+03,1.455100686440461422e-01,1.790092219456751454e-03,1.528366527644237083e-03
4.061429537532982977e+03,1.465760126661822538e-01,1.726870179779682601e-03,1.722868384911119266e-03
4.062098858769351409e+03,1.464548149767369023e-01,1.643466296892298617e-03,1.970142570788036007e-03
4.062768173187076172e+03,1.465519405981292878e-01,1.276189719850301385e-03,2.024674119336850042e-03
4.063437480784305080e+03,1.465941901368270905e-01,1.625723951897417585e-03,1.826614586071417801e-03
4.064106781559169121e+03,1.471087206593059138e-01,1.686965923301281256e-03,1.743026117604323799e-03
4.064776075509797010e+03,1.446659817065808484e-01,1.978829283786287530e-03,1.712175105512914186e-03
4.065445362634360208e+03,1.461034855026571433e-01,1.817204107446207528e-03,1.750504503944649848e-03
4.066114642931002436e+03,1.458908473951732176e-01,2.011849113226327201e-03,1.380610080049582411e-03
4.066783916397866051e+03,1.440779340851109369e-01,1.570681356602543488e-03,1.795894538201309176e-03
4.067453183033073401e+03,1.457057548388630552e-01,1.756214537075972970e-03,1.959118445677976439e-03
4.068122442834761387e+03,1.460460415725313155e-01,1.323524082947308278e-03,1.963845195287639012e-03
4.068791695801094193e+03,1.440269586358510212e-01,1.576548404318200980e-03,2.192061054737792780e-03
4.069460941930210538e+03,1.460372162989131695e-01,1.647849405573720283e-03,2.053692872305890038e-03
4.070130181220250051e+03,1.470065247855828483e-01,1.648804923138930123e-03,1.831077507493089618e-03
4.070799413669326441e+03,1.466853403892021124e-01,1.621085787671783240e-03,1.396779252956809048e-03
4.071468639275582973e+03,1.475026584899050697e-01,2.000180722643685183e-03,1.581892496767267620e-03
4.072137858037177011e+03,1.454747200492743642e-01,1.851067812365575493e-03,1.612597125820625088e-03
4.072807069952244092e+03,1.461629164895671407e-01,1.812785762969670866e-03,1.891384462973239033e-03
4.073476275018919750e+03,1.449982251566303559e-01,1.670339817487598300e-03,1.524774853657734353e-03
4.074145473235304962e+03,1.471598101629113531e-01,1.746040822245054080e-03,1.969283160366347429e-03
4.074814664599559364e+03,1.467149749945391435e-01,1.877101168357736549e-03,1.439224837339020402e-03
4.075483849109826224e+03,1.473197731664274424e-01,1.933019095327170866e-03,2.015830214175562407e-03
4.076153026764238348e+03,1.474141415920634524e-01,2.152092563104640588e-03,1.736562740774161284e-03
4.076822197560926725e+03,1.480096410742154367e-01,1.780650049539811430e-03,1.749980667011930002e-03
4.077491361497980961e+03,1.446754719556513080e-01,1.780834883874704566e-03,1.769282037119596085e-03
4.078160518573580248e+03,1.445670028579188193e-01,1.617076550846835437e-03,1.867007615465293702e-03
4.078829668785848753e+03,1.474966440073328111e-01,2.036888938744041422e-03,1.613995163358250551e-03
4.079498812132919284e+03,1.501449902356999100e-01,1.929659308719217092e-03,1.540986449758974253e-03
4.080167948612903274e+03,1.436360230186279341e-01,1.648099346977960344e-03,1.591508546524927903e-03
4.080837078223917160e+03,1.468935734837621410e-01,1.761744171727697150e-03,1.526809539588530606e-03
4.081506200964119216e+03,1.499250351953099192e-01,2.150015372272578995e-03,1.508578170737379098e-03
4.082175316831636792e+03,1.484888474374491674e-01,1.787778129824862949e-03,1.659140537567049822e-03
4.082844425824593145e+03,1.473696947969143634e-01,1.860993830397950077e-03,1.775647873864194537e-03
4.083513527941081065e+03,1.447414417922489038e-01,1.658078429021492273e-03,2.061512006547888687e-03
4.084182623179250641e+03,1.476939083120180074e-01,1.583206684356519567e-03,1.875557452601789299e-03
4.084851711537235587e+03,1.461537909401139645e-01,1.630144121823245973e-03,1.838633564336444870e-03
4.085520793013160528e+03,1.496397806371919381e-01,1.750833102653476248e-03,1.600093636432098343e-03
4.086189867605141444e+03,1.473645662928599331e-01,1.541080465307487213e-03,1.838790306302379163e-03
4.086858935311267032e+03,1.455686577949303617e-01,1.762479597887833815e-03,1.868939693658394630e-03
4.087527996129701023e+03,1.504608997341008170e-01,1.907623240827577282e-03,1.333131921060021208e-03
4.088197050058562581e+03,1.431240434560304142e-01,2.139977832135792069e-03,1.499809427756709779e-03
4.088866097095970872e+03,1.458839793621330982e-01,2.031390185388615155e-03,1.614722207861712944e-03
4.089535137240019139e+03,1.420273623923630768e-01,1.721143730991636644e-03,1.537541076044535160e-03
4.090204170488834734e+03,1.459717668084080100e-01,1.837556722208449900e-03,1.743600109704174228e-03
4.090873196840557284e+03,1.458963937703003366e-01,1.981524577884946625e-03,1.931309299880973329e-03
4.091542216293300044e+03,1.471474539135390336e-01,2.163759618243665805e-03,1.531634761800154676e-03
4.092211228845177175e+03,1.462144879670027597e-01,1.885479943680851145e-03,1.641351272709423714e-03
4.092880234494268734e+03,1.486565380422821825e-01,1.796896512625989484e-03,1.573237442166558475e-03
4.093549233238730721e+03,1.493399468744452674e-01,1.371834376185043780e-03,2.254134938716095826e-03
4.094218225076678664e+03,1.463501297642340881e-01,1.829511719685067428e-03,1.732130512496626862e-03
4.094887210006224905e+03,1.472196218648997301e-01,2.153962414118804070e-03,1.527713742002195785e-03
4.095556188025452229e+03,1.455322369940352800e-01,1.621758641705300930e-03,1.752561577285732808e-03
4.096225159132491171e+03,1.456911039346380776e-01,1.744755135682701797e-03,1.907331927772593083e-03
4.096894123325464534e+03,1.463805513418548754e-01,1.821367755239833297e-03,1.835827992431343647e-03
4.097563080602488299e+03,1.466250585355173830e-01,1.718207325102971694e-03,1.989459533756371412e-03
4.098232030961658893e+03,1.488017673874738878e-01,1.708192917779988163e-03,1.824206134641875865e-03
4.098900974401060921e+03,1.470281036548994891e-01,1.586885869065857158e-03,1.861492811677495363e-03
4.099569910918840833e+03,1.433625253383826181e-01,1.393755379536787409e-03,2.023258318217729945e-03
4.100238840513107789e+03,1.497551073189713200e-01,1.587993427786871248e-03,1.894375019595856413e-03
4.100907763181967312e+03,1.490430919887923422e-01,1.820555180148064611e-03,1.561631740117835898e-03
4.101576678923487634e+03,1.466277730327846252e-01,1.857786461419763668e-03,1.497564528071038126e-03
4.102245587735807931e+03,1.477221324279194836e-01,1.704440831133385847e-03,1.910220595002509736e-03
4.102914489617038271e+03,1.476969865994950948e-01,2.144386347354254596e-03,1.369152802780548850e-03
4.103583384565285087e+03,1.454361770242401097e-01,1.649325084946084985e-03,1.928062996090579295e-03
4.104252272578630254e+03,1.461813216568063067e-01,1.477389511573584668e-03,1.747344269311695841e-03
4.104921153655174749e+03,1.475479434753928787e-01,1.753914898264347100e-03,1.630145109930203340e-03
4.105590027793046829e+03,1.468636796458943627e-01,1.430589243393010079e-03,1.897326040919494750e-03
4.106258894990345652e+03,1.444514375899551006e-01,1.859509197783187906e-03,1.672248674089910070e-03
4.106927755245165827e+03,1.431196984732965305e-01,1.685278125420047735e-03,2.026494792627564490e-03
4.107596608555575585e+03,1.433429749856707236e-01,2.149762572655283810e-03,1.624251439043961076e-03
4.108265454919715921e+03,1.493206476094835755e-01,1.312689281546292053e-03,2.202432054662473160e-03
4.108934294335683262e+03,1.476862849806139799e-01,1.514507531057612821e-03,2.004256512715657523e-03
4.109603126801578583e+03,1.458966937087357862e-01,1.827767091073267958e-03,1.897486390484953711e-03
4.110271952315452836e+03,1.438359238397898809e-01,2.034454323443568580e-03,1.765482420214237180e-03
4.110940770875444287e+03,1.447561538246592283e-01,1.422892077784121412e-03,2.467604444220172777e-03
4.111609582479651181e+03,1.458955109410820516e-01,2.096219075858524183e-03,1.248942992107898720e-03
4.112278387126169946e+03,1.469150897407159317e-01,1.774348973255762685e-03,2.080034219472726154e-03
4.112947184813062449e+03,1.426108135600027138e-01,1.687915362478503711e-03,1.789463199220325818e-03
4.113615975538438761e+03,1.473567286072802185e-01,1.685778209866151123e-03,1.826567385346533623e-03
4.114284759300407131e+03,1.496040188719321706e-01,1.815105635524671968e-03,1.881034890393040726e-03
4.114953536097060351e+03,1.490569486490507245e-01,1.868327023957033761e-03,1.543188183451255080e-03
4.115622305926468471e+03,1.477599100145185473e-01,1.820657736042508024e-03,2.112703720286129849e-03
4.116291068786716096e+03,1.461526015286798152e-01,1.797137752163918689e-03,1.380936710100422182e-03
4.116959824675921482e+03,1.460546876816976591e-01,2.137758316279741999e-03,1.656448336510629726e-03
4.117628573592173780e+03,1.447926542082580703e-01,1.589677642926307088e-03,1.906217132994103558e-03
4.118297315533545770e+03,1.464387050929395195e-01,2.005103171748429114e-03,1.722335957288712027e-03
4.118966050498105687e+03,1.442079125963481312e-01,1.909707920060371711e-03,1.873796161250912418e-03
4.119634778483974515e+03,1.477955301892093232e-01,1.670285651870495602e-03,1.646747683318461331e-03
4.120303499489238675e+03,1.481556278792899861e-01,1.596432988886370419e-03,2.360571220128809822e-03
4.120972213511977316e+03,1.434684449367451264e-01,1.512311213109462926e-03,1.933983774552422430e-03
4.121640920550237752e+03,1.419919914920188542e-01,1.947641427778840084e-03,2.033551300089059266e-03
4.122309620602150062e+03,1.493370743656176614e-01,1.683625251064690964e-03,2.171781338723616228e-03
4.122978313665794303e+03,1.457983277801047362e-01,1.846835671530877576e-03,1.985391155383986472e-03
4.123646999739250532e+03,1.442897525043037588e-01,2.110947673771984556e-03,1.962997270181038312e-03
4.124315678820556059e+03,1.481010968707331954e-01,1.964731764697469352e-03,1.566975173166534896e-03
4.124984350907838234e+03,1.450722030209368740e-01,1.870765217376113565e-03,1.880567481668593555e-03
4.125653015999181662e+03,1.420020188035642228e-01,1.722721262103377171e-03,1.868803731269796931e-03
4.126321674092657304e+03,1.442663495071661028e-01,1.861396196823794646e-03,2.009219838338044406e-03
4.126990325186300652e+03,1.455406724895208503e-01,1.855135440271382663e-03,1.537767973415787859e-03
4.127658969278234508e+03,1.452343848787547576e-01,1.924831836847940014e-03,1.609679314546225148e-03
4.128327606366542568e+03,1.465498830691817633e-01,1.857475815232795258e-03,1.669919709105599503e-03
4.128996236449293065e+03,1.465044108721528238e-01,1.378461396017605090e-03,2.515093650478472664e-03
4.129664859524517851e+03,1.444391198704694790e-01,2.027933887605470886e-03,1.530850195515354173e-03
4.130333475590337002e+03,1.458097795090164128e-01,1.945279080966949570e-03,1.660376558314108353e-03
4.131002084644825118e+03,1.452301951999510621e-01,1.980982377438322839e-03,1.506882448428087384e-03
4.131670686686057707e+03,1.448567118424765043e-01,1.709729508017177046e-03,1.871562025086676018e-03
4.132339281712056618e+03,1.466427435210539421e-01,1.900562324549159854e-03,1.653065331235853419e-03
4.133007869720939198e+03,1.475860910843569407e-01,1.952783374070510281e-03,1.685025767494657822e-03
4.133676450710779136e+03,1.447767937927225967e-01,1.667088766679869494e-03,1.938211079214685606e-03
4.134345024679648304e+03,1.444886325010419359e-01,1.763324810565458645e-03,1.580441406782207014e-03
4.135013591625562185e+03,1.427544136528002827e-01,2.125014972432365257e-03,1.753718136267540251e-03
4.135682151546639034e+03,1.462823737030895799e-01,2.271046594195497148e-03,1.700447345862360349e-03
4.136350704440950722e+03,1.451432294243991394e-01,1.881003021894062099e-03,2.164682479328300380e-03
4.137019250306560025e+03,1.465405473107781187e-01,1.630802326656577428e-03,2.111824481777102580e-03
4.137687789141481517e+03,1.491824529643229202e-01,2.055347551776554038e-03,1.773291307354762925e-03
4.138356320943834362e+03,1.467961107733941617e-01,1.537202622756334014e-03,2.151299092044617334e-03
4.139024845711680427e+03,1.456663783406823287e-01,1.890334518220515569e-03,1.713864993966668360e-03
4.139693363443082490e+03,1.469857114095703965e-01,1.864512182297023424e-03,1.727167868557394348e-03
4.140361874136054212e+03,1.453671794229521586e-01,1.753642785781467373e-03,1.637338292976658893e-03
4.141030377788710211e+03,1.477238824026831376e-01,1.722154155487015670e-03,2.035324543090022420e-03
4.141698874399110537e+03,1.477640934225153413e-01,1.707267903842513146e-03,2.109855672195487530e-03
4.142367363965306140e+03,1.450516416658934327e-01,1.505288173684310449e-03,1.819285871970360846e-03
4.143035846485319780e+03,1.472909241763850074e-01,1.951859088360458072e-03,1.701016194560839301e-03
4.143704321957256070e+03,1.480058995694334689e-01,1.999827758468492034e-03,1.465816794856189542e-03
4.144372790379172329e+03,1.457496474498950478e-01,1.769459390194488835e-03,1.629111614700501365e-03
4.145041251749111325e+03,1.473273103439677045e-01,1.570414928506430607e-03,1.932914535957813706e-03
4.145709706065105820e+03,1.413341380140995251e-01,2.238459527652975067e-03,1.434616503290464529e-03
4.146378153325249514e+03,1.425016851912612181e-01,1.802743315963584170e-03,1.757742167012549261e-03
4.147046593527596997e+03,1.468182362650102546e-01,1.801131666374078399e-03,1.711701302025692151e-03
4.147715026670178304e+03,1.459306599187874254e-01,1.733388781220257524e-03,1.910069003556447154e-03
4.148383452751038931e+03,1.461289766081799724e-01,1.881104600415323125e-03,1.763154169268282834e-03
4.148988869035724747e+03,1.445474819964295554e-01,1.655015091720779541e-03,1.817955682057420530e-03
4.149657279104756526e+03,1.484119554790790940e-01,1.900541645136449853e-03,1.505771668168620625e-03
4.150325682106269596e+03,1.475370773744575648e-01,1.667312847995983116e-03,1.690168710269224217e-03
4.150994078038314001e+03,1.474630364475646715e-01,2.074048003962575271e-03,1.582235123388731068e-03
