#wavelength (nm), radius_ratio (rr), error of rr (+), error of rr (-)
4.977446623546261435e+03,1.429334029380179838e-01,3.740438528674866481e-03,2.726901200359982402e-03
4.978104247353964638e+03,1.568401815937368049e-01,3.185396165174353422e-03,3.034179356643296188e-03
4.978761860580074426e+03,1.468411892883829672e-01,2.563053290440125975e-03,3.014784651530932891e-03
4.979419463220611760e+03,1.488205911912676704e-01,3.368359427555533969e-03,3.145289438241688496e-03
4.980077055271602148e+03,1.470129957085231087e-01,2.571997653777885473e-03,3.311788429025519509e-03
4.980734636729063823e+03,1.471106040544629123e-01,3.240819202525863085e-03,2.899987598129177835e-03
4.981392207589005011e+03,1.426832269619151272e-01,3.005555179611041350e-03,3.209988968520899322e-03
4.982049767847440307e+03,1.453497855562174146e-01,2.727905130768565334e-03,3.522063802561536949e-03
4.982707317500393401e+03,1.472798200818786207e-01,2.978596012741363541e-03,3.319565935783141963e-03
4.983364856543877067e+03,1.444692050005773887e-01,2.812063910243495224e-03,3.441657307057532922e-03
4.984022384973899534e+03,1.466747194025589673e-01,3.045514236453189527e-03,3.483190474162956018e-03
4.984679902786467210e+03,1.416463774514206131e-01,3.128266710589550081e-03,3.270419120376039102e-03
4.985337409977582865e+03,1.438305204448847574e-01,3.539817712853415843e-03,2.919121450742606649e-03
4.985994906543250181e+03,1.457878935142486454e-01,3.045206501324587700e-03,2.770122452439877092e-03
4.986652392479467380e+03,1.495938019484074344e-01,2.963393409676967627e-03,2.978706459630137138e-03
4.987309867782234505e+03,1.457558000339716497e-01,3.018005157688047335e-03,3.280259595963397334e-03
4.987967332447531589e+03,1.469433617768278744e-01,2.741021006901350754e-03,2.792554933116836446e-03
4.988624786471355037e+03,1.482813021336021331e-01,3.237573348447153609e-03,3.142245958143108364e-03
4.989282229849705800e+03,1.447145207442386838e-01,5.003560216992553045e-03,4.795785354481441054e-03
4.989939662578570278e+03,1.477332068319470726e-01,3.320193719492242623e-03,3.483724834429352546e-03
4.990597084653933962e+03,1.503853722855126862e-01,3.504033028062208954e-03,2.818134401252031518e-03
4.991254496071782341e+03,1.407744400279468122e-01,2.929943370760246246e-03,4.245993009680759656e-03
4.991911896828097269e+03,1.388201007024366662e-01,4.263444042763631092e-03,2.618481487725698997e-03
4.992569286918855141e+03,1.449630846135777085e-01,2.834148903131189501e-03,3.228001516463158138e-03
4.993226666340035081e+03,1.472784579727521304e-01,3.773143255578148558e-03,2.845912269938716266e-03
4.993884035087608936e+03,1.455047334545728210e-01,2.850668166582831509e-03,3.235393539018943665e-03
4.994541393157550374e+03,1.418970382292665811e-01,3.075460146168246256e-03,3.617072153815681368e-03
4.995198740545810324e+03,1.417724154723211394e-01,3.277584007163047986e-03,3.206779180288998887e-03
4.995856077248374277e+03,1.506224120830672308e-01,4.070039717670226320e-03,2.900313232486823045e-03
4.996513403261208623e+03,1.417017503810993340e-01,3.090701737330170396e-03,3.455328845646060687e-03
4.997170718580275206e+03,1.518334496428918601e-01,2.995676778194372725e-03,3.124169690115308207e-03
4.997828023201534961e+03,1.457524937578585922e-01,4.178318365473276952e-03,3.294222236147337224e-03
4.998485317120948821e+03,1.430315063818600740e-01,2.972308033855453058e-03,3.679884405562272587e-03
4.999142600334468625e+03,1.376101845310876426e-01,3.414026909221073991e-03,3.674872807019113896e-03
4.999799872838048941e+03,1.470272348328506840e-01,3.624896810232647315e-03,3.708018002361340715e-03
5.000457134627645246e+03,1.488906925873479392e-01,3.454417917962498974e-03,2.658559948358812930e-03
5.001114385699202103e+03,1.455722381214605843e-01,3.380795997925511998e-03,3.161302721920611347e-03
5.001771626048667713e+03,1.514192804886452803e-01,2.929104717975861139e-03,3.536847671173487528e-03
5.002428855671970268e+03,1.462389093564212539e-01,2.716355401314873852e-03,3.615091796333708141e-03
5.003086074565067975e+03,1.485112975193336737e-01,2.730432030440099744e-03,2.954965924621799633e-03
5.003743282723898119e+03,1.484326988666730684e-01,3.278511577416653999e-03,2.724809880468997969e-03
5.004400480144401627e+03,1.481677797606784086e-01,2.990830795553539589e-03,3.446510632601373914e-03
5.005057666822513966e+03,1.468131652027227507e-01,2.889000743434483320e-03,3.834596478857171808e-03
5.005714842754169695e+03,1.448194610335433730e-01,3.096620686274503820e-03,3.173037348028373561e-03
5.006372007935294278e+03,1.456878047298874601e-01,3.520393718360353974e-03,3.038577353149246596e-03
5.007029162361819544e+03,1.507887701174477901e-01,2.995903406697697502e-03,3.184494682086008721e-03
5.007686306029671869e+03,1.452611524597544335e-01,3.392623214223650097e-03,3.055694759642929581e-03
5.008343438934773985e+03,1.424253968703450002e-01,3.610737037752609346e-03,3.425831429294756703e-03
5.009000561073045901e+03,1.448307242678867901e-01,3.142306063255551063e-03,2.921918618223690034e-03
5.009657672440407623e+03,1.519933143322887981e-01,3.023234887903375467e-03,2.947709804023063151e-03
5.010314773032767334e+03,1.429561868515808465e-01,2.999243483731456328e-03,3.458866432461793483e-03
5.010971862846041404e+03,1.463964148330554604e-01,2.363313627255669847e-03,3.595560673046921396e-03
5.011628941876151657e+03,1.453233256352416958e-01,3.087517950938173383e-03,3.383426835299491175e-03
5.012286010119002640e+03,1.444475575666079314e-01,2.898048121597718296e-03,3.610226247863751459e-03
5.012943067570505264e+03,1.414617385313139408e-01,3.480720307529189261e-03,2.616050770419597882e-03
5.013600114226564074e+03,1.482186214355492027e-01,2.862834592009672052e-03,3.709575373139401000e-03
5.014257150083080887e+03,1.523702516880567348e-01,3.737842605489566372e-03,2.951717386695529299e-03
5.014914175135957521e+03,1.449182081840251213e-01,3.285584161630411559e-03,3.284623590564250684e-03
5.015571189381092154e+03,1.486399559386332170e-01,2.662667049806055619e-03,3.458221913430398198e-03
5.016228192814380236e+03,1.483498684525968447e-01,2.999807412429666975e-03,3.135256156243326764e-03
5.016885185431713580e+03,1.520977886741344265e-01,2.920951145460953802e-03,3.516811078693532489e-03
5.017542167228987637e+03,1.481318022753737584e-01,3.735177787782789638e-03,2.960448749537075708e-03
5.018199138202086942e+03,1.449378527211175882e-01,3.414092244742039650e-03,3.601642938908689029e-03
5.018790356011832955e+03,1.438809765747607883e-01,3.212764572859266865e-03,3.377322677307670329e-03
5.019447303269751501e+03,1.473122776705208525e-01,3.441347427966950923e-03,2.699903573810225055e-03
5.020104239690935174e+03,1.473970547845881995e-01,2.909941473651728172e-03,3.587458320086833741e-03
5.020761165271268510e+03,1.477139672251467362e-01,3.215326542472751736e-03,2.806296241794986601e-03
5.021418080006625132e+03,1.439354212938230293e-01,2.908160743470999954e-03,3.756112330845357006e-03
5.022074983892879573e+03,1.457912970373301531e-01,2.717763047897781004e-03,3.636022195987798078e-03
5.022731876925906363e+03,1.510968652757766206e-01,3.389869556653823945e-03,2.759127491529345111e-03
5.023388759101576397e+03,1.453987681440245261e-01,3.671497636279691390e-03,2.366506243119431696e-03
5.024045630415753294e+03,1.470709471407373736e-01,3.244127641312738453e-03,3.156584851082611110e-03
5.024702490864307038e+03,1.491225748894016712e-01,2.503827729082030995e-03,3.735258883460351731e-03
5.025359340443093060e+03,1.527359285053168647e-01,2.832009871650859045e-03,3.010560021740049663e-03
5.026016179147969524e+03,1.438421687434986718e-01,2.972994198674444588e-03,3.299618405173870839e-03
5.026673006974807322e+03,1.439654688903254376e-01,3.324681288795205969e-03,3.399374322390569247e-03
5.027329823919455521e+03,1.445600249770402357e-01,3.062063948091664489e-03,3.231611721487032129e-03
5.027986629977773191e+03,1.483678162440164316e-01,3.311327099375482863e-03,3.421204156835971899e-03
5.028643425145610308e+03,1.514536961672392490e-01,3.561105812873693877e-03,2.763145159092678105e-03
5.029300209418816848e+03,1.476472239172431644e-01,2.675921164522726547e-03,3.729824721805302667e-03
5.029956982793239149e+03,1.405651517022226127e-01,3.456072694799861011e-03,2.586167177797721317e-03
5.030613745264719910e+03,1.420036502727611005e-01,3.727785350484291715e-03,3.285075783871604926e-03
5.031270496829105468e+03,1.422275209194980850e-01,3.452003901914912909e-03,3.241647450103635197e-03
5.031927237482231249e+03,1.445440874336918202e-01,3.338377345654258699e-03,4.423256292490324038e-03
5.032583967219937222e+03,1.461120375917209502e-01,3.488864806291208653e-03,3.436797209627168170e-03
5.033240686038058811e+03,1.457283097625167445e-01,3.496174051315026343e-03,3.473970092911837781e-03
5.033897393932427804e+03,1.483231677859958020e-01,2.609891066328168252e-03,3.756504675003852212e-03
5.034554090898875074e+03,1.493713159284511538e-01,2.694762191096516935e-03,3.571540098563613652e-03
5.035210776933227862e+03,1.451137721499396738e-01,3.185181430967631844e-03,3.179085202248743691e-03
5.035867452031313405e+03,1.490538896269189562e-01,3.639337961835187318e-03,3.045608907744884464e-03
5.036524116188944390e+03,1.434963097341490079e-01,2.604199552160124664e-03,3.337089881975285888e-03
5.037180769401951693e+03,1.427015805698360618e-01,3.193051317316730753e-03,3.169653429434482472e-03
5.037837411666153457e+03,1.497947507142377566e-01,2.810110197815157695e-03,2.867149771790478141e-03
5.038494042977366917e+03,1.529515589579150958e-01,2.757303527371551821e-03,3.009278653446773033e-03
5.039150663331404758e+03,1.449378238929379670e-01,3.295993222253490451e-03,2.985753167438182087e-03
5.039807272724082395e+03,1.457453365911520471e-01,3.205690744116307389e-03,3.392784415926108910e-03
5.040463871151206149e+03,1.466771010059447766e-01,3.975691375200346434e-03,2.753388614761986819e-03
5.041120458608585068e+03,1.488971476867980148e-01,3.599591818253394804e-03,2.853645496173368157e-03
5.041777035092023652e+03,1.371797417050508450e-01,3.811107656908951924e-03,3.193035791545145718e-03
5.042433600597319128e+03,1.446011694704127382e-01,3.312046471055096752e-03,3.474696695235812705e-03
5.043090155120278723e+03,1.437531401884281357e-01,3.351856242867712332e-03,2.910391233247044962e-03
5.043746698656695116e+03,1.488839114464822755e-01,3.585020223697638064e-03,3.368969146189365604e-03
5.044403231202365532e+03,1.483709323157638704e-01,3.072840380150321238e-03,2.888510330244564717e-03
5.045059752753083558e+03,1.464571682498023442e-01,3.127801640052357834e-03,3.783864661755176328e-03
5.045716263304638233e+03,1.443593386551534352e-01,2.786627478826908533e-03,3.327356638421707924e-03
5.046372762852816777e+03,1.515950000970394118e-01,3.197741215579780194e-03,3.642367156142994888e-03
5.047029251393407321e+03,1.487981955959227776e-01,2.928753990067117785e-03,3.078971730249430161e-03
5.047685728922192538e+03,1.475867601866708567e-01,2.489383602247485783e-03,4.194368720794067196e-03
5.048342195434952373e+03,1.452415528072280027e-01,3.289771563004556532e-03,3.348921862968284868e-03
5.048998650927466770e+03,1.427238467921133624e-01,3.347887020749590326e-03,3.840787769348319447e-03
5.049655095395504759e+03,1.425261711933261677e-01,2.809572191972031785e-03,3.301174076365265275e-03
5.050311528834846285e+03,1.481782189137822170e-01,3.578869681825413984e-03,3.243323920559981755e-03
5.050967951241263108e+03,1.412350185570615535e-01,3.647287921180658588e-03,3.258171056385095188e-03
5.051624362610526987e+03,1.444258067607060991e-01,2.510272484243958324e-03,4.145805787621220651e-03
5.052280762938400585e+03,1.507467349812676716e-01,2.378010146466519315e-03,3.793694544111908540e-03
5.052937152220653843e+03,1.521087937675897894e-01,2.866124031018768559e-03,3.025899859165792627e-03
5.053593530453044878e+03,1.394743943615732451e-01,3.588375594397008594e-03,3.251053375837587023e-03
5.054249897631337262e+03,1.462971434163448659e-01,3.021948915261252200e-03,3.804636518761617126e-03
5.054906253751283657e+03,1.470939648229933061e-01,2.827769112916433958e-03,3.652500555948789973e-03
5.055562598808643997e+03,1.450591209938854043e-01,3.253545913553396174e-03,3.369060851353494757e-03
5.056218932799166396e+03,1.482628115989312045e-01,3.140834723342755819e-03,3.277671231121825901e-03
5.056875255718603512e+03,1.459555013240313726e-01,3.256908667072233587e-03,3.229786119653160759e-03
5.057531567562703458e+03,1.461608150157481245e-01,3.170530315258851539e-03,3.419381111217256741e-03
5.058187868327214346e+03,1.491122401784609752e-01,3.421154705710610644e-03,2.794241581617701309e-03
5.058844158007871556e+03,1.500173050296786936e-01,3.923447139308533504e-03,2.465054781191244881e-03
5.059500436600425928e+03,1.498754749812462594e-01,3.232660108520440945e-03,3.216258799949717195e-03
5.060156704100608295e+03,1.502600120325361110e-01,3.187831262407403443e-03,2.848802324314447798e-03
5.060747071115574727e+03,1.547169704917266131e-01,2.510605533254522959e-03,3.898976960426542293e-03
5.061403314349175162e+03,1.485741183137321009e-01,2.957906128033982451e-03,3.047995762887889537e-03
5.062059546477393269e+03,1.485830612224563474e-01,3.737835228761199335e-03,2.869681853855859943e-03
5.062715767495957152e+03,1.462222122555029702e-01,2.950837383554172355e-03,3.525666008507538640e-03
5.063371977400591277e+03,1.490140725558764534e-01,2.428832606510333836e-03,3.549490129943183581e-03
5.064028176187021018e+03,1.504735580418595786e-01,3.417869540775109183e-03,3.196718630343320378e-03
5.064684363850972659e+03,1.496137161096454116e-01,2.918798139898953758e-03,3.689926212565447505e-03
5.065340540388157933e+03,1.474574128364346814e-01,3.568169304462798230e-03,3.350021784028517358e-03
5.065996705794300397e+03,1.456951598530230041e-01,3.285162793422863325e-03,3.473769263474646429e-03
5.066652860065110872e+03,1.418083144924557337e-01,3.168948310028812942e-03,3.947317102893727059e-03
5.067309003196302911e+03,1.459132590355971537e-01,3.042773361022460543e-03,3.642083558498349083e-03
5.067965135183587336e+03,1.425414524601377741e-01,3.145739712153067247e-03,2.934475441871892132e-03
5.068621256022669513e+03,1.465360865359400799e-01,2.806100055701393758e-03,3.091886367090873611e-03
5.069277365709256628e+03,1.504000443351627414e-01,2.876017960357440950e-03,3.298101585407220426e-03
5.069933464239048590e+03,1.450560208569235399e-01,3.396641617794737833e-03,3.245618033905439681e-03
5.070589551607748945e+03,1.453929281718768785e-01,3.206368131003833888e-03,3.119296473450383633e-03
5.071245627811056693e+03,1.475978364919388053e-01,3.234086450164014304e-03,3.286913594829521390e-03
5.071901692844660829e+03,1.445616482056896190e-01,3.653110650981727936e-03,3.113416739444568870e-03
5.072557746704263081e+03,1.484919268897767486e-01,3.128324934464882245e-03,3.626682779664214262e-03
5.073213789385547898e+03,1.484919483616002345e-01,3.247771244373448551e-03,3.132646969849300911e-03
5.073869820884208821e+03,1.486278171518322644e-01,3.092189029860470395e-03,3.043643526387418419e-03
5.074525841195926660e+03,1.472449888202995161e-01,2.869784652134083069e-03,3.632780510265110063e-03
5.075181850316387681e+03,1.469781815363016553e-01,3.347980368836406262e-03,3.568230211174583388e-03
5.075837848241274514e+03,1.489402625284789727e-01,3.635827067843072635e-03,3.031470244758333044e-03
5.076493834966263421e+03,1.502598557544634894e-01,3.926652380691425526e-03,2.720925451899641745e-03
5.077149810487032482e+03,1.458732618601973063e-01,3.138827020204543183e-03,3.435370284049943379e-03
5.077805774799254323e+03,1.491901262705915832e-01,3.165882187858404251e-03,3.387906307674715123e-03
5.078461727898603385e+03,1.437729856759235592e-01,3.375293208908614062e-03,3.344860165700402899e-03
5.079117669780746837e+03,1.484899199235727996e-01,3.041596911808913672e-03,3.304896977906091049e-03
5.079773600441350936e+03,1.471760499137703682e-01,3.572831517755670205e-03,3.282302984515955702e-03
5.080429519876081940e+03,1.491045446963345511e-01,3.526427571949541928e-03,2.936477758752692457e-03
5.081085428080602469e+03,1.488312925907957496e-01,3.025019177750332133e-03,3.565906883694819340e-03
5.081741325050570595e+03,1.450720679651358314e-01,3.398167913190142109e-03,3.449579945135700099e-03
